,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
1156,Bradley Pinion,TAM,26,p,16,0,,,,,,,,,,,0.0,1,1,0,0,0,
1157,Tony Pollard,DAL,23,rb,16,2,,,,,,,,,,,0.0,1,1,0,0,0,
1158,Brandon Powell,ATL,25,wr,15,1,,,,,,0,2,0,0,0,0.0,1,1,0,0,0,
1159,Bobby Price,DET,22,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,
1160,Justin Pugh,ARI,30,G,15,15,,,,,,,,,,,0.0,1,1,0,0,0,
1161,Damarious Randall,SEA,28,,10,0,,,,,,,,,,,0.0,3,1,2,0,0,
1162,Kalif Raymond,TEN,26,wr,15,3,,,,,,,,,,,0.0,2,1,1,0,0,
1163,Joe Reed,LAC,22,,11,0,,,,,,0,0,1,0,0,0.0,3,1,2,0,0,
1164,Hunter Renfrow,LVR,25,wr,16,6,,,,,,0,2,0,0,0,0.0,1,1,0,0,0,
1165,Reggie Robinson II,DAL,23,,5,0,,,,,,1,0,0,0,0,0.0,1,1,0,0,0,
1166,Anthony Rush,2TM,24,,5,0,,,,,,,,,,,0.5,5,1,4,0,1,
1167,Jaylen Samuels,PIT,24,rb,14,1,,,,,,,,,,,0.0,1,1,0,0,0,
1168,Cairo Santos,CHI,29,k,16,0,,,,,,,,,,,0.0,1,1,0,0,0,
1169,Eric Saubert,JAX,26,te,8,4,,,,,,,,,,,0.0,2,1,1,0,0,
1170,Patrick Scales,CHI,32,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,
1171,Mason Schreck,CIN,27,te,14,1,,,,,,,,,,,0.0,1,1,0,0,0,
1172,Anthony Sherman,KAN,32,rb,13,1,,,,,,,,,,,0.0,1,1,0,0,0,
1173,Irv Smith Jr.,MIN,22,te,13,7,,,,,,,,,,,0.0,1,1,0,0,0,
1174,Vyncint Smith,NYJ,24,,7,0,,,,,,,,,,,0.0,3,1,2,0,0,
1175,Equanimeous St. Brown,GNB,24,wr,12,1,,,,,,,,,,,0.0,1,1,0,0,0,
1176,Luke Stocker,ATL,32,TE,16,13,,,,,,,,,,,0.0,2,1,1,0,0,
1177,,,,,,,,,,,,,,,,,,,,,,,
1178,Jason Strowbridge,MIA,24,,8,0,,,,,,,,,,,0.0,3,1,2,1,0,
1179,Nick Sundberg,WAS,33,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,
1180,Josh Thomas,BUF,24,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,
1181,Mike Thomas,CIN,26,,14,0,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,
1182,Neiko Thorpe,SEA,30,,3,0,,,,,,,,,,,0.0,1,1,0,0,0,
1183,Eric Tomlinson,2TM,28,,7,2,,,,,,,,,,,0.0,1,1,0,0,0,
1184,Drue Tranquill,LAC,25,ilb,1,1,,,,,,,,,,,0.0,1,1,0,0,0,
1185,Adam Trautman ,NOR,23,te,15,6,,,,,,,,,,,0.0,1,1,0,0,0,
1186,Justin Tucker*,BAL,31,k,16,0,,,,,,,,,,,0.0,1,1,0,0,0,
1187,Malik Turner,DAL,24,,6,0,,,,,,,,,,,0.0,1,1,0,0,0,
1188,Greg Van Roten,NYJ,30,G,13,13,,,,,,,,,,,0.0,1,1,0,0,0,
1189,Dee Virgin,DET,27,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,
1190,Reggie Walker,ARI,24,,1,0,,,,,,,,,,,0.0,1,1,0,0,0,
1191,Tress Way,WAS,30,p,16,0,,,,,,,,,,,0.0,1,1,0,0,0,
1192,Joe Webb,NYG,34,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,
1193,Jon Weeks,HOU,34,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,
1194,Chris Westry,DAL,23,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,
1195,Brandon Williams,NYG,28,,6,0,,,,,,,,,,,0.0,1,1,0,0,0,
1196,Cedrick Wilson Jr.,DAL,25,,16,0,,,,,,1,0,0,0,0,0.0,1,1,0,0,0,
1197,Quincy Wilson,NYJ,24,cb,3,1,,,,,,,,,,,0.0,1,1,0,1,0,
1198,Charlie Woerner,SFO,23,,14,0,,,,,,,,,,,0.0,2,1,1,0,0,
1199,Isaiah Wright,WAS,23,wr,14,6,,,,,,0,3,2,0,0,0.0,2,1,1,0,0,
1200,Brandon Aiyuk ,SFO,22,WR,12,11,,,,,,0,0,1,5,0,0.0,,,,,,
1201,Otaro Alaka,BAL,24,,5,0,,,,,,,,,,,0.0,1,0,1,0,0,
1202,Josh Allen *,BUF,24,QB,16,16,,,,,,0,9,1,-2,0,0.0,,,,,,
1203,Auzoyah Alufohai,HOU,24,,3,0,,,,,,,,,,,0.0,1,0,1,0,0,
1204,JJ Arcega-Whiteside,PHI,24,,8,0,,,,,,0,0,1,0,1,0.0,,,,,,
1205,Dan Arnold,ARI,25,te,16,5,,,,,,0,2,1,0,0,0.0,,,,,,
1206,Kalen Ballage,2TM,25,,11,2,,,,,,0,1,1,0,0,0.0,,,,,,
1207,Peyton Barber,WAS,26,rb,16,2,,,,,,,,,,,0.0,2,0,2,0,0,
1208,,,,,,,,,,,,,,,,,,,,,,,
1209,Alex Barrett ,SFO,26,,7,0,,,,,,,,,,,0.0,5,0,5,0,2,
1210,Cameron Batson,TEN,25,wr,12,1,,,,,,0,1,1,-5,0,0.0,,,,,,
1211,Kelvin Beachum,ARI,31,T,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1212,Nick Boyle,BAL,27,te,9,9,,,,,,0,0,1,1,0,0.0,,,,,,
1213,Tim Boyle,GNB,26,,8,0,,,,,,0,1,1,0,0,0.0,,,,,,
1214,Bradley Bozeman,BAL,26,G,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1215,Garrett Bradbury,MIN,25,C,16,16,,,,,,0,1,2,-12,0,0.0,,,,,,
1216,Hunter Bradley,GNB,26,,16,0,,,,,,,,,,,0.0,1,0,1,0,0,
1217,Tom Brady ,TAM,43,QB,16,16,,,,,,0,4,3,-6,0,0.0,,,,,,
1218,Drew Brees,NOR,41,QB,12,12,,,,,,0,6,2,0,0,0.0,,,,,,
1219,Aaron Brewer,ARI,30,,16,0,,,,,,0,0,1,0,0,0.0,,,,,,
1220,Teddy Bridgewater,CAR,28,QB,15,15,,,,,,0,6,1,-7,0,0.0,,,,,,
1221,Cortez Broughton,LAC,24,,9,0,0,0,0,0,1,,,,,,0.0,4,0,4,0,0,
1222,Joe Burrow ,CIN,24,qb,10,10,,,,,,0,9,4,-27,0,0.0,,,,,,
1223,Ibraheim Campbell,IND,28,,5,0,,,,,,,,,,,0.0,1,0,1,0,0,
1224,Ron'Dell Carter,DAL,23,,3,0,,,,,,,,,,,0.0,1,0,1,0,0,
1225,Geron Christian,WAS,24,t,6,6,,,,,,0,0,1,0,0,0.0,,,,,,
1226,AJ Cole III,LVR,25,p,16,0,,,,,,0,1,1,-7,0,0.0,,,,,,
1227,Mason Cole,ARI,24,C,14,14,,,,,,0,0,1,0,0,0.0,,,,,,
1228,James Conner,PIT,25,RB,13,11,,,,,,0,2,2,0,0,0.0,,,,,,
1229,Dalvin Cook*,MIN,25,RB,14,14,,,,,,0,5,1,0,0,0.0,,,,,,
1230,Austin Corbett,LAR,25,G,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1231,Kirk Cousins ,MIN,32,QB,16,16,,,,,,0,9,1,-1,0,0.0,,,,,,
1232,Aaron Crawford,BAL,23,,1,0,,,,,,,,,,,0.0,1,0,1,0,0,
1233,Dane Cruikshank,TEN,25,,2,0,1,13,0,13,1,,,,,,0.0,1,0,1,0,0,
1234,Lloyd Cushenberry III,DEN,23,C,16,16,,,,,,0,2,1,-7,0,0.0,,,,,,
1235,Dennis Daley,CAR,24,g,5,3,,,,,,0,0,1,0,0,0.0,,,,,,
1236,Gabriel Davis,BUF,21,WR,16,11,,,,,,0,1,1,0,0,0.0,,,,,,
1237,Jesse Davis,MIA,29,T,16,15,,,,,,0,0,2,0,0,0.0,,,,,,
1238,Dion Dawkins,BUF,26,T,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1239,,,,,,,,,,,,,,,,,,,,,,,
1240,Will Dissly,SEA,24,TE,16,12,,,,,,,,,,,0.0,1,0,1,0,0,
1241,J.K. Dobbins ,BAL,22,rb,15,1,,,,,,0,2,2,0,0,0.0,,,,,,
1242,Kenyan Drake,ARI,26,RB,15,13,,,,,,0,3,1,0,0,0.0,,,,,,
1243,Chase Edmonds,ARI,24,rb,16,2,,,,,,0,2,1,0,0,0.0,,,,,,
1244,Gus Edwards ,BAL,25,rb,16,6,,,,,,1,1,0,0,0,0.0,,,,,,
1245,Tyler Eifert,JAX,30,te,15,4,,,,,,1,0,0,0,0,0.0,,,,,,
1246,Austin Ekeler,LAC,25,rb,10,10,,,,,,0,1,1,0,0,0.0,,,,,,
1247,Ezekiel Elliott,DAL,25,RB,15,15,,,,,,0,6,2,0,0,0.0,,,,,,
1248,Sharif Finch,NYJ,25,,3,0,,,,,,,,,,,0.0,1,0,1,0,0,
1249,Ryan Fitzpatrick,MIA,38,qb,9,7,,,,,,0,2,1,0,0,0.0,,,,,,
1250,Joe Flacco,NYJ,35,qb,5,4,,,,,,0,1,1,-6,0,0.0,,,,,,
1251,Nick Foles,CHI,31,qb,9,7,,,,,,0,2,2,0,0,0.0,,,,,,
1252,Robert Foster,WAS,26,wr,4,2,,,,,,,,,,,0.0,1,0,1,0,0,
1253,Leonard Fournette ,TAM,25,rb,13,3,,,,,,0,0,1,0,0,0.0,,,,,,
1254,Travis Fulgham,PHI,25,wr,13,8,,,,,,0,0,1,0,0,0.0,,,,,,
1255,Blaine Gabbert,TAM,31,,4,0,,,,,,0,1,1,0,0,0.0,,,,,,
1256,Wayne Gallman,NYG,26,rb,15,10,,,,,,0,1,1,0,0,0.0,,,,,,
1257,Graham Gano,NYG,33,k,16,0,,,,,,,,,,,0.0,1,0,1,0,0,
1258,Joe Gaziano,LAC,24,,2,0,,,,,,,,,,,0.0,1,0,1,0,1,
1259,Cullen Gillaspia,HOU,25,,7,0,,,,,,,,,,,0.0,3,0,3,0,0,
1260,Ted Ginn Jr.,CHI,35,,6,0,,,,,,0,1,1,0,0,0.0,,,,,,
1261,Graham Glasgow,DEN,28,G,13,13,,,,,,1,0,0,0,0,0.0,,,,,,
1262,Jared Goff,LAR,26,QB,15,15,,,,,,0,7,1,-1,0,0.0,,,,,,
1263,Jakeem Grant,MIA,28,wr,14,4,,,,,,0,2,1,0,0,0.0,,,,,,
1264,Todd Gurley,ATL,26,RB,15,15,,,,,,0,2,2,0,0,0.0,,,,,,
1265,DaeSean Hamilton,DEN,25,wr,16,2,,,,,,0,1,1,0,0,0.0,,,,,,
1266,Damien Harris ,NWE,23,rb,10,10,,,,,,0,1,2,0,0,0.0,,,,,,
1267,Josh Harris,ATL,31,,16,0,,,,,,,,,,,0.0,1,0,1,0,0,
1268,Dwayne Haskins ,WAS,23,qb,7,6,,,,,,0,6,2,-7,0,0.0,,,,,,
1269,Rob Havenstein,LAR,28,T,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1270,,,,,,,,,,,,,,,,,,,,,,,
1271,Chad Henne,KAN,35,qb,3,1,,,,,,0,2,1,-5,0,0.0,,,,,,
1272,Derrick Henry *+,TEN,26,RB,16,16,,,,,,0,3,1,0,0,0.0,,,,,,
1273,Justin Herbert ,LAC,22,QB,15,15,,,,,,0,8,3,-12,0,0.0,,,,,,
1274,Rashard Higgins,CLE,26,wr,13,6,,,,,,0,3,2,-22,0,0.0,,,,,,
1275,Taysom Hill,NOR,30,qb,16,8,,,,,,0,10,3,-8,0,0.0,,,,,,
1276,Tyreek Hill*+,KAN,26,WR,15,15,,,,,,1,1,0,0,0,0.0,,,,,,
1277,Jacob Hollister,SEA,27,te,16,5,,,,,,,,,,,0.0,3,0,3,0,0,
1278,Trey Hopkins,CIN,28,C,15,15,,,,,,0,0,1,0,0,0.0,,,,,,
1279,Rodney Hudson,LVR,31,C,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1280,Kareem Hunt,CLE,25,rb,16,5,,,,,,0,2,5,-2,0,0.0,,,,,,
1281,Tyler Huntley,BAL,22,,2,0,,,,,,0,0,1,0,0,0.0,,,,,,
1282,James Hurst,NOR,29,g,12,5,,,,,,0,0,1,0,0,0.0,,,,,,
1283,Jalen Hurts ,PHI,22,qb,15,4,,,,,,0,9,3,-8,0,0.0,,,,,,
1284,Carlos Hyde,SEA,30,rb,10,1,,,,,,0,1,1,0,0,0.0,,,,,,
1285,Mark Ingram,BAL,31,,11,9,,,,,,0,0,2,0,0,0.0,,,,,,
1286,Andy Isabella,ARI,24,wr,13,2,,,,,,0,1,1,0,0,0.0,,,,,,
1287,Lamar Jackson,BAL,23,QB,15,15,,,,,,0,10,4,-9,0,0.0,,,,,,
1288,J.J. Jansen,CAR,34,,16,0,,,,,,,,,,,0.0,1,0,1,0,0,
1289,Van Jefferson ,LAR,24,,16,0,,,,,,0,1,0,-11,0,0.0,1,0,1,0,0,
1290,Timmy Jernigan,2TM,28,,5,0,,,,,,,,,,,0.0,1,0,1,0,1,
1291,D'Ernest Johnson,CLE,24,,16,0,,,,,,0,1,1,0,0,0.0,,,,,,
1292,David Johnson,HOU,29,RB,12,12,,,,,,0,2,1,0,0,0.0,,,,,,
1293,Diontae Johnson ,PIT,24,WR,15,13,,,,,,0,2,2,4,0,0.0,,,,,,
1294,Duke Johnson,HOU,27,rb,11,5,,,,,,0,3,1,0,0,0.0,,,,,,
1295,Ty Johnson,2TM,23,,13,1,,,,,,,,,,,0.0,1,0,1,0,0,
1296,Clay Johnston,CAR,24,,2,0,,,,,,,,,,,0.0,1,0,1,0,0,
1297,Aaron Jones*,GNB,26,RB,14,14,,,,,,0,2,1,0,0,0.0,,,,,,
1298,Daniel Jones ,NYG,23,QB,14,14,,,,,,0,11,3,-5,0,0.0,,,,,,
1299,Keandre Jones,CIN,23,,2,0,,,,,,,,,,,0.0,1,0,1,0,0,
1300,Peter Kalambayi,HOU,25,,10,0,,,,,,,,,,,0.0,2,0,2,0,0,
1301,,,,,,,,,,,,,,,,,,,,,,,
1302,Alvin Kamara *,NOR,25,rb,15,10,,,,,,0,1,3,0,0,0.0,,,,,,
1303,Jason Kelce*,PHI,33,C,16,16,,,,,,0,1,2,0,0,0.0,,,,,,
1304,Senio Kelemete,HOU,30,g,14,5,,,,,,0,0,1,0,0,0.0,,,,,,
1305,Dennis Kelly,TEN,30,T,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1306,Brett Kern,TEN,34,p,13,0,,,,,,0,0,1,0,0,0.0,,,,,,
1307,Younghoe Koo*,ATL,26,k,15,0,,,,,,,,,,,0.0,1,0,1,0,0,
1308,Deon Lacey,BUF,30,,5,0,,,,,,,,,,,0.0,1,0,1,0,0,
1309,CeeDee Lamb ,DAL,21,WR,16,14,,,,,,0,2,1,0,0,0.0,,,,,,
1310,Jarvis Landry ,CLE,28,WR,15,14,,,,,,0,2,3,6,0,0.0,,,,,,
1311,Charles Leno Jr.,CHI,29,T,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1312,Drew Lock,DEN,24,QB,13,13,,,,,,0,8,5,-5,0,0.0,,,,,,
1313,Cole Luke,WAS,25,,5,0,,,,,,,,,,,0.0,1,0,1,0,0,
1314,Jake Luton,JAX,24,qb,3,3,,,,,,0,2,1,0,0,0.0,,,,,,
1315,Patrick Mahomes *,KAN,25,QB,15,15,,,,,,0,5,2,-10,0,0.0,,,,,,
1316,Jordan Mailata,PHI,23,t,15,10,,,,,,1,0,1,0,0,0.0,,,,,,
1317,Sam Martin ,DEN,30,p,16,0,,,,,,0,1,1,-12,0,0.0,,,,,,
1318,Shaq Mason,NWE,27,G,13,13,,,,,,0,0,1,0,0,0.0,,,,,,
1319,Bobby Massie,CHI,31,t,8,8,,,,,,0,0,1,0,0,0.0,,,,,,
1320,Baker Mayfield,CLE,25,QB,16,16,,,,,,0,8,2,-15,0,0.0,,,,,,
1321,Connor McGovern,NYJ,27,C,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1322,Sean McKeon,DAL,23,te,14,1,,,,,,,,,,,0.0,1,0,1,0,0,
1323,Anthony Miller,CHI,26,wr,16,6,,,,,,0,2,2,0,0,0.0,,,,,,
1324,Gardner Minshew II,JAX,24,qb,9,8,,,,,,0,5,1,-1,0,0.0,,,,,,
1325,Jovante Moffatt,CLE,24,,9,0,,,,,,,,,,,0.0,1,0,1,0,0,
1326,Darnell Mooney,CHI,23,wr,16,9,,,,,,0,1,1,0,0,0.0,,,,,,
1327,D.J. Moore,CAR,23,WR,15,14,,,,,,1,0,1,1,0,0.0,,,,,,
1328,David Moore,SEA,25,wr,16,6,,,,,,0,1,2,0,0,0.0,,,,,,
1329,Foster Moreau,LVR,23,te,16,2,,,,,,,,,,,0.0,1,0,1,0,0,
1330,Mitch Morse,BUF,28,C,14,14,,,,,,0,0,1,0,0,0.0,,,,,,
1331,Morgan Moses,WAS,29,T,16,16,,,,,,1,0,0,0,0,0.0,,,,,,
1332,,,,,,,,,,,,,,,,,,,,,,,
1333,Don Muhlbach,DET,39,,16,0,,,,,,0,1,0,0,0,0.0,1,0,1,0,0,
1334,Nick Mullens ,SFO,25,qb,10,8,,,,,,0,6,1,0,0,0.0,,,,,,
1335,Kyler Murray *,ARI,23,QB,16,16,,,,,,0,9,2,-3,0,0.0,,,,,,
1336,Cam Newton,NWE,31,QB,15,15,,,,,,0,6,3,-29,0,0.0,,,,,,
1337,Michael Onwenu,NWE,23,G,16,16,,,,,,0,0,2,0,0,0.0,,,,,,
1338,Nate Orchard,WAS,27,,3,0,,,,,,,,,,,0.0,2,0,2,0,0,
1339,Walter Palmore,DAL,24,,1,0,,,,,,,,,,,0.0,1,0,1,0,1,
1340,Donald Parham,LAC,23,te,13,5,,,,,,0,0,1,0,0,0.0,,,,,,
1341,Andrus Peat*,NOR,27,G,13,13,,,,,,0,0,1,0,0,0.0,,,,,,
1342,Malcolm Perry,MIA,23,rb,9,2,,,,,,0,1,1,0,0,0.0,,,,,,
1343,Tyre Phillips ,BAL,23,g,12,8,,,,,,0,0,1,13,0,0.0,,,,,,
1344,Ethan Pocic,SEA,25,C,14,14,,,,,,0,0,1,0,0,0.0,,,,,,
1345,Troymaine Pope,LAC,27,,6,0,,,,,,0,0,1,0,0,0.0,,,,,,
1346,MyCole Pruitt,TEN,28,te,11,4,,,,,,0,0,1,3,1,0.0,,,,,,
1347,Frank Ragnow*,DET,24,C,14,14,,,,,,0,1,1,-5,0,0.0,,,,,,
1348,Jalen Reagor ,PHI,21,WR,11,11,,,,,,0,2,1,0,0,0.0,,,,,,
1349,J.R. Reed,LAR,24,,7,0,,,,,,,,,,,0.0,2,0,2,0,0,
1350,Riley Reiff,MIN,32,T,15,15,,,,,,0,0,2,0,0,0.0,,,,,,
1351,Josh Reynolds,LAR,25,WR,16,13,,,,,,0,2,2,-2,0,0.0,,,,,,
1352,Cam Robinson ,JAX,25,T,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1353,James Robinson,JAX,22,RB,14,14,,,,,,0,3,1,0,0,0.0,,,,,,
1354,Kenny Robinson Jr.,CAR,21,,9,0,,,,,,,,,,,0.0,1,0,1,0,0,
1355,Aaron Rodgers *+,GNB,37,QB,16,16,,,,,,0,4,1,-13,0,0.0,,,,,,
1356,Richard Rodgers ,PHI,28,te,14,4,,,,,,,,,,,0.0,2,0,2,0,0,
1357,Ben Roethlisberger,PIT,38,QB,15,15,,,,,,0,5,2,-13,0,0.0,,,,,,
1358,Aldrick Rosas,JAX,26,k,6,0,,,,,,0,1,1,0,0,0.0,,,,,,
1359,Kyle Rudolph ,MIN,31,TE,12,12,,,,,,0,1,1,0,0,0.0,,,,,,
1360,Henry Ruggs III,LVR,21,WR,13,12,,,,,,0,2,1,0,0,0.0,,,,,,
1361,Matt Ryan,ATL,35,QB,16,16,,,,,,0,6,1,-3,0,0.0,,,,,,
1362,Ty Sambrailo,TEN,28,t,10,5,,,,,,0,0,1,0,0,0.0,,,,,,
1363,,,,,,,,,,,,,,,,,,,,,,,
1364,Curtis Samuel ,CAR,24,wr,15,5,,,,,,0,1,1,0,0,0.0,,,,,,
1365,Miles Sanders ,PHI,23,RB,12,11,,,,,,0,4,1,7,0,0.0,,,,,,
1366,Dalton Schultz,DAL,24,TE,16,14,,,,,,0,1,1,0,0,0.0,,,,,,
1367,Isaac Seumalo,PHI,27,g,9,9,,,,,,0,0,1,0,0,0.0,,,,,,
1368,Brady Sheldon,NYJ,27,,2,0,,,,,,,,,,,0.0,1,0,1,0,0,
1369,Laviska Shenault Jr.,JAX,22,WR,14,12,,,,,,1,0,0,0,0,0.0,,,,,,
1370,Steven Sims,WAS,23,wr,12,2,,,,,,0,5,3,0,0,0.0,,,,,,
1371,Dan Skipper,DET,26,,5,0,,,,,,,,,,,0.0,1,0,1,0,0,
1372,Alex Smith,WAS,36,qb,8,6,,,,,,0,2,2,-4,0,0.0,,,,,,
1373,Braden Smith,IND,24,T,14,14,,,,,,0,0,1,0,0,0.0,,,,,,
1374,Kaden Smith,NYG,23,TE,15,12,,,,,,0,1,1,0,0,0.0,,,,,,
1375,Rodney Smith,CAR,24,rb,7,1,,,,,,0,1,1,0,0,0.0,,,,,,
1376,Terrance Smith,ARI,27,,3,0,,,,,,,,,,,0.0,2,0,2,0,0,
1377,Tre'Quan Smith,NOR,24,wr,14,10,,,,,,0,1,2,0,0,0.0,,,,,,
1378,JuJu Smith-Schuster,PIT,24,WR,16,14,,,,,,0,3,2,0,0,0.0,,,,,,
1379,Diontae Spencer,DEN,28,,11,0,,,,,,0,2,2,0,0,0.0,,,,,,
1380,Matthew Stafford,DET,32,QB,16,16,,,,,,0,2,1,-1,0,0.0,,,,,,
1381,Terence Steele,DAL,23,T,16,14,,,,,,0,0,1,0,0,0.0,,,,,,
1382,Stephen Sullivan,SEA,24,,1,0,,,,,,,,,,,0.0,1,0,1,0,0,
1383,Geoff Swaim,TEN,27,te,10,8,,,,,,,,,,,0.0,1,0,1,0,0,
1384,Tua Tagovailoa ,MIA,22,qb,10,9,,,,,,0,1,1,0,0,0.0,,,,,,
1385,Ryan Tannehill,TEN,32,QB,16,16,,,,,,0,6,3,-19,0,0.0,,,,,,
1386,Andrew Thomas ,NYG,21,T,16,15,,,,,,0,0,1,0,0,0.0,,,,,,
1387,Logan Thomas,WAS,29,TE,16,15,,,,,,0,0,1,0,0,0.0,,,,,,
1388,Solomon Thomas ,SFO,25,de,2,2,,,,,,,,,,,0.0,2,0,2,0,0,
1389,Laken Tomlinson,SFO,28,G,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1390,Casey Toohill,2TM,24,,9,0,,,,,,,,,,,0.0,2,0,2,0,1,
1391,Mitchell Trubisky ,CHI,26,qb,10,9,,,,,,0,6,3,0,0,0.0,,,,,,
1392,Ke'Shawn Vaughn ,TAM,23,,10,0,,,,,,0,1,1,0,0,0.0,,,,,,
1393,Alejandro Villanueva,PIT,32,T,16,16,,,,,,0,0,1,0,0,0.0,,,,,,
1394,,,,,,,,,,,,,,,,,,,,,,,
1395,Phillip Walker ,CAR,25,qb,4,1,,,,,,0,1,1,-1,0,0.0,,,,,,
1396,Broderick Washington Jr.,BAL,24,,8,0,,,,,,,,,,,0.0,2,0,2,0,0,
1397,Sammy Watkins,KAN,27,wr,10,9,,,,,,1,1,0,0,0,0.0,,,,,,
1398,Deshaun Watson *,HOU,25,QB,16,16,,,,,,0,8,2,-13,0,0.0,,,,,,
1399,Carson Wentz ,PHI,28,QB,12,12,,,,,,0,10,4,-17,0,0.0,,,,,,
1400,Chad Wheeler,SEA,26,,5,0,,,,,,0,0,1,0,0,0.0,,,,,,
1401,James White ,NWE,28,,14,0,,,,,,0,1,1,0,0,0.0,,,,,,
1402,Darrel Williams,KAN,25,,16,0,,,,,,0,0,1,0,0,0.0,,,,,,
1403,Jarren Williams,NYG,23,,2,0,,,,,,,,,,,0.0,1,0,1,0,0,
1404,Mike Williams ,LAC,26,WR,15,11,1,0,0,0,1,0,0,1,0,0,0.0,,,,,,
1405,Jeff Wilson,SFO,25,rb,12,3,,,,,,0,2,1,0,0,0.0,,,,,,
1406,Javon Wims,CHI,26,wr,13,1,,,,,,,,,,,0.0,1,0,1,0,0,
1407,Isaiah Wynn,NWE,25,t,10,10,,,,,,0,0,1,0,0,0.0,,,,,,
1408,T.J. Yeldon,BUF,27,,3,0,,,,,,0,1,1,0,0,0.0,,,,,,
1409,Brandon Zylstra,CAR,27,wr,16,2,,,,,,0,0,1,0,1,0.0,,,,,,
